Codigo;Autor;Editorial;Titulo;Año;
L-4038;;INSTITUTO DE HISTORIA SOCIAL BOLIVIANA;Taller de Historia Oral Andina: Mujer y resistencia comunaria: historia y memoria;1986;
L-4039;"MEJIA, Lucila; GARCIA, Irma; VALDIVIA, Marcela; SOSA, Celinda; ANTI, Lidia; ALEGRE, Florentina; MAMANI, Jacinta; LAURA, Bernardina";;<Las> hijas de Bartolina Sisa;1984;
L-403;;ILDIS;Temas laborales. Relaciones obrero patronales;1987;
L-4040;;COORDINADORA DE LA MUJER;Propuestas de políticas sectoriales para la participación de la mujer en el desarrollo;1992;
L-4041;ALANES BRAVO, Zulema;CEDOIN;Mujeres en los sindicatos: bajo el signo de la discriminación;1997;
L-4042;URQUIDI MORALES, Arturo;;<La> comunidad indígena: precedentes sociológicos. Vicisitudes históricas;1941;
L-4043;ARTEAGA MONTERO, Vivian;CEDOIN;Recesión económica, estrategias de vida y el rol de la mujer en Bolivia (dos estudios de caso);1988;
L-4044;;CEPROMIN;<El> trabajo invisible de la mujer minera boliviana;1996;
L-4045;;SIAP;Mujer urbana: realidad y deseos respecto al comportamiento reproductivo;1989;
L-4046;VEGA, Magaly C.;;Mujeres: una visión caleidoscópica de la situación de la mujer en Bolivia;1991;
L-4047;CARRASCO, Cristina;;Mujeres y economía: nuevas perspectivas para viejos y nuevos problemas;1999;
L-4048;"ARTEAGA, Vivian; LARRAZABAL, Noemí";"FLACSO; CENTRO DE PROMOCION DE LA MUJER GREGORIA APAZA";<La> mujer pobre en la crisis económica: las vendedoras ambulantes de La Paz;1988;
L-4049;"BAPTISTA CANEDO, Rosario; DAVALOS YOSHIDA, Lisette; COCA MOLINA, Jaqueline; MENDOZA GONZALES, Blanca";ILDIS;Legislación laboral: una visión del trabajo de la mujer ;1997;
L-404;;ILDIS;Debate laboral. Diagnóstico de la salud de los trabajadores;1994;
L-4050;"ROCABADO, Gloria; SANCHEZ GARCIA, María del Carmen";BOLIVIA: MINISTERIO DE DESARROLLO HUMANO;<La> mujer empresaria en la pequeña y micro empresa productiva: diagnóstico nacional;1997;
L-4051;CALVIMONTES C., Magda L.;BOLIVIA: MINISTERIO DE DESARROLLO HUMANO;Ordenanzas, resoluciones y reglamentos municipales de Tarija: análisis de género;1997;
L-4052;"PRUDENCIO, Julio; VELASCO, Mónica";"CERES; PROGRAMA MUNDIAL DE ALIMENTOS";Mujer y donaciones de alimentos;1987;
L-4053;CRIALES BURGOS, Lucila;;Mujer y conflictos socio-culturales: el caso de las migrantes de Caquiaviri en la ciudad de La Paz;1994;
L-4054;;H. CAMARA DE DIPUTADOS;"Seminario taller ""mujer y trabajo"" de la solidaridad al protagonismo";1992;
L-4055;ROMERO PITTARI, Salvador;;<Las> claudinas: libros y sensibilidades a principios del siglo en Bolivia;1998;
L-4056;;"FUNDACION SAN GABRIEL; UNICEF";1er. encuentro departamental: Mujer, participación social y política;1989;
L-4057;MORALES,  Liliana Aurora;;Mujeres jefas de hogar, características y tácticas de supervivencia;2001;
L-4058;"RANABOLDO, Claudia; CANEDO, María Elena";"FONDO INTERNACIONAL DE DESARROLLO AGRICOLA; CAF";Mujer, género y desarrollo rural: las experiencias del FIDA en Bolivia;1999;
L-4059;;"UDAPSO; ONAMFA";Invertir en la equidad: Políticas sociales para la mujer en Bolivia;1992;
L-405;AGUIRRE B., AlvaroDEL GRANADO C., HugoIRIGOYEN H., IgorVEGA I., OscarVILLEGAS Q., Carlos;CEDLA;Análisis temas económicos. Privatización en Bolivia mitos y realidades;1991;
L-4060;ARAUCO, María Isabel;;Mujeres en la revolución nacional: las barzolas;1984;
L-4061;;"KONRAD ADENAUER STIFTUNG; FUNDAPPAC";Mujeres en la política, una apuesta de futuro;2000;
L-4062;;CEPROMIN;Participación de la mujer minera: II ampliado nacional de COmités de amas de casa mineras;1989;
L-4063;ZABALA, H. Lourdes;;Reformas y política: una visión de género;1997;
L-4064;"CANEDO, María Elena; RANABOLDO, Claudia";"FIDA; UNEPCA; PROSAT; PRODESIB; CAF";<La> dimensión de género en lo servicios de asistencia técnica: guía metodológica (incluye disquete);1999;
L-4065;GUTIERREZ AGUILAR, Raquel;;Desandar el laberinto: introspección en la feminidad contemporánea;1999;
L-4066;ARDAYA, Gloria;;Política sin rostro: mujeres en Bolivia;1992;
L-4067;;ILDIS;Participación política de las mujeres en democracia ;1994;
L-4068;ZABALA, María Lourdes;ILDIS;Nos/otras en democracia: Mineras, cholas y feministas (1976-1994);1995;
L-4069;;"FUNDACION SAN GABRIEL; ASOCIACION DE CENTROS DE MADRES DE LA ZONA ESTE";Partidos políticos ¿espacios de participación democrática para la mujer?;1992;
L-406;;ILDIS, INICIATIVA;Diálogos sobre la salud. El sistema de calidad total ;1995;
L-4070;EWEL RENGEL, Rolando;;¿Somos machistas los cochabambinos?;1998;
L-4071;BAPTISTA GUMUCIO, Mariano;;<El> país machista: la condición social de la mujer en Bolivia;1977;
L-4072;RANABOLDO, Claudia;SEMTA;<Los> campesinos herbolarios Kallawayas;1986;
L-4073;VALENCIA VEGA, Alipio;;Historia política de Bolivia;1984;
L-4074;VALENCIA VEGA, Alipio;;Historia política de Bolivia;1984;
L-4075;VALENCIA VEGA, Alipio;;Historia política de Bolivia;1984;
L-4076;VALENCIA VEGA, Alipio;;Historia política de Bolivia;1984;
L-4077;VALENCIA VEGA, Alipio;;Historia política de Bolivia;1984;
L-4078;VALENCIA VEGA, Alipio;;Historia política de Bolivia;1984;
L-4079;VALENCIA VEGA, Alipio;;Historia política de Bolivia;1984;
L-407;;ILDIS, INICIATIVA;Diálogos sobre la salud. Gasto nacional y financiamiento del sector salud;1995;
L-4080;LORA, Guillermo;;Documentos políticos de Bolivia;1987;
L-4081;LORA, Guillermo;;Documentos políticos de Bolivia;1987;
L-4082;PETRAS, James;CIDES-UMSA;<La> continuación de la historia: la trampa de las privatizaciones, mercado, democracia y otros mitos;1996;
L-4083;SAN MARTIN ARZABE, Hugo;;<El> palenquismo: movimiento social, populismo, informalidad política;1991;
L-4084;SOLIZ RADA, Andrés;;The president´s fortune: la fortuna del presidente;2002;
L-4085;QUIROGA SANTA CRUZ, Marcelo;;Oleocracia o patria;1982;
L-4086;BOBBIO, Norberto;;Liberalismo y democracia;2000;
L-4087;ZAVALETA MERCADO, René;;<La> conformación de la conciencia nacional;1990;
L-4088;ZAVALETA MERCADO, René;;<El> Estado en América Latina;1990;
L-4089;ZAVALETA MERCADO, René;;<El> poder dual;1987;
L-408;;ILDIS;Diálogos sobre la salud. ;1995;
L-4090;PAZ ZAMORA, JaimeBOLIVIA: PRESIDENCIA DE LA REPUBLICA;;3 años de paz, estabilidad y progreso: mensaje e informe 1992;1992;
L-4091;ROCA, José Luis;;"Bolivia después de la capitalización: una crítica al gonismo y sus ""reformas""";1999;
L-4092;GARCIA ARGAÑARAS, Fernando;;Pensamiento único versus pensamiento crítico en Bolivia;1999;
L-4093;GAEBLER, Ted A.;;Cómo reinventar un gobierno: los principios del cambio en la administración pública moderna;1995;
L-4094;SAAVEDRA WEISE, Agustín;;Bolivia y el mundo (ensayos y notas sobre la realidad nacional e internacional;1996;
L-4095;VARGAS,  Gonzalo;ILDIS;Gobierno, participación y sociedad (Cochabamba);1997;
L-4096;BEDREGAL, Guillermo;;Bolivia: estado y sociedad;2000;
L-4097;MESA GISBERT, Carlos D.;"ILDIS; PAT; BBA";De Cerca: una década de conversaciones en democracia;1993;
L-4098;RIVADENERIA PRADA, Raúl;;Agresión política: el proceso electoral 1989;1989;
L-4099;BAPTISTA GUMUCIO, Mariano;;<El> país tranca: la burocratización de Bolivia;1976;
L-409;ALBO, Xavier;CIPCA;Cuaderno de investigación. Futuro de los idiomas oprimidos;1901;
L-40;FLORES, Gonzalo, BLANES, José;CERES;¿Dónde va el Chapare?;19840111;
L-4100;GUACHALLA, Alfredo Franco;;Así nació la Central Obrera Boliviana;s.f.;
L-4101;BEDREGAL, Guillermo;;Bolivia: gobernabilidad y cambio revolucionario: América Latina hacia el tercer milenio;1996;
L-4102;COSTA ARDUZ, Rolando;CORTE NACIONAL ELECTORAL;Bibliografía boliviana en materia electoral, democracia y partidos políticos;1998;
L-4103;COSTA ARDUZ, Rolando;CORTE NACIONAL ELECTORAL;Bibliografía boliviana en materia electoral, democracia y partidos políticos;1998;
L-4104;SANDOVAL RODRIGUEZ, Isaac;;<Los> partidos políticos en Bolivia;1999;
L-4105;BEDREGAL, Guillermo;;Teoría del nacionalismo revolucionario;1985;
L-4106;PEÑALOZA CORDERO, Luis;;Nueva historia económica de Bolivia: La colonia;1981;
L-4107;PEÑALOZA CORDERO, Luis;;Nueva historia económica de Bolivia: La guerra del Pacífico;1984;
L-4108;PEÑALOZA CORDERO, Luis;;Nueva historia económica de Bolivia: De la independencia a los albores de la Guerra del Pacífico;1983;
L-4109;PEÑALOZA CORDERO, Luis;;Nueva historia económica de Bolivia: Comercio, moneda y bancos;1984;
L-410;;CEDIB;De Cartagena a Texas entre el desarrollo y la interdicción;1992;
L-4110;PEÑALOZA CORDERO, Luis;;Nueva historia económica de Bolivia: El estaño;1985;
L-4111;PEÑALOZA CORDERO, Luis;;Nueva historia económica de Bolivia: Bolivia en el siglo XX;1987;
L-4112;MITRE, Antonio;;<El> monedero de los andes: región económica y moneda boliviana en el siglo XIX;1986;
L-4113;GARCIA ARGAÑARAS, Fernando;;Reason of state and Bolivia´s deadlock 1952-1982: The political economy of Bolivian modernization: Razones del Estado y estancamiento boliviano: 1952-1982: La economía política, modernización de Bolivia;1993;
L-4114;PINTO QUINTANILLA, Juan Carlos;;Cárceles y familia: la experiencia del penal de San Sebastián en Cochabamba;1999;
L-4115;OPORTO CASTRO, Henry;ILDIS;Reinventando el gobierno: reforma del Estado y gobernabilidad en Bolivia;1998;
L-4116;JORDAN SANDOVAL, Santiago;;Bolivia y el equilibrio del cono sudamericano;1978;
L-4117;ONDARZA LINARES, Franz;;Bolivia y la integración: problemas de ayer y de hoy;1989;
L-4118;BENDIX, Reinhard;;Estado nacional y ciudadanía;1964;
L-4119;MILLINGTON, Thomas;;Políticas de la deuda después de la independencia: el conflicto del financiamiento en Bolivia;1995;
L-411;;ILDIS, INICIATIVA;Diálogos sobre la salud reflexiones sobre la economía de la salud;1995;
L-4120;SALAZAR PAREDES, Fernando;;Política exterior, relaciones internacionales y constitución;1991;
L-4121;SALAZAR PAREDES, Fernando;;Lecturas de Política exterior boliviana;1993;
L-4122;"CALDERON, Fernando; LECHNER, Norbert";;Más allá del Estado, más allá del mercado: la democracia;1998;
L-4123;BERTHIN SILES, Gerardo;UNIVERSIDAD NUESTRA SEÑORA DE LA PAZ;<El> caos del espejo: un análisis político de la formación social de América LAtina (1880-1980);1998;
L-4124;DERMIZAKY P., Pablo;;Geopolítica y relaciones internacionales;1993;
L-4125;ARDAYA SALINAS, Gloria;ILDIS;Diputados uninominales: otra forma de representación;2003;
L-4126;ROJAS ORTUSTE, Gonzalo;;De ángeles, demonios y política: ensayos sobre cultura y ciudadanía;1999;
L-4127;BONADONA COSSIO, Alberto;;Marco regulador, privatización y reforma de pensiones;1998;
L-4128;BEDREGAL GUTIERREZ, Guillermo;;Bolivia: ¿crecimiento neocolonial o desarrollo liberador?;1979;
L-4129;PEÑA CAZAS, Waldo;;<El> lenguaje político en Bolivia: guía para entender al oficialismo y a la oposición;1991;
L-412;;ILDIS;Taller de política social. El crédito para el pequeño productor rural;1992;
L-4130;DOMICH RUIZ, Marcos;;<La> fascinación del poder: militares y ejército en la historia;1997;
L-4131;PRADO SALMON, Gary;;Poder y Fuerzas Armadas 1949-1982;1987;
L-4132;;"ILDIS; COLEGIO DE POLITOLOGOS DE LA PAZ";<La> consolidación democrática en entredicho;1999;
L-4133;TAPIA, Luis;;Autonomía moral e intelectual en la política;1997;
L-4134;CALDERON, Fernando;"CERES; CEDLA";Ahora si que si y si no por que: gobernabilidad, competitividad e integración social en Bolivia;1995;
L-4135;MILL, John Stuart;;Sobre la libertad;1997;
L-4136;MOLINA, Fernando;;Capitalización, resultados y perspectivas ;1998;
L-4137;BARRIOS SUVELZA, Franz Xavier;CIPRES;<La> privatización en Bolivia (teoría de la privatización);1994;
L-4138;RIBERA PARADA, Carlos Martín;;Bolivia hacia un sistema federal;1990;
L-4139;;"KONRAD ADENAUER STIFTUNG; CIEDLA";Estabilización y reforma estructural: el caso boliviano;1993;
L-413;GORDILLO, José MBLANCO, Víctor H.RICHMOND, Patricia;CERES, UMSS;Diagnóstico de la vivienda en la conurbación de Cochabamba;1985;
L-4140;PAZ BALLIVIAN, Danilo;;Análisis de coyuntura: 4 ensayos de actualidad;1992;
L-4141;;ILDIS;Nuevos actores políticos;1992;
L-4142;LAZARTE R., Jorge;ILDIS;Bolivia: certezas e incertidumbres de la democracia: problemas de representación y reforma política;1993;
L-4143;LAZARTE R., Jorge;ILDISILDIS;<Las> certezas e incertidumbres de la democracia. Bolivia;1993;
L-4144;LAZARTE R., Jorge;ILDIS;Bolivia: certezas e incertidumbres de la democracia: Procesos de ruptura y crisis de la izquierda;1993;
L-4145;ROMERO BALLIVIAN, Salvador;;Electores en época de transición;1995;
L-4146;LASERNA, Roberto;"CERES; FACES";Productores de democracia: actores sociales y procesos políticos;1992;
L-4147;PORTOCARRERO, José Luis;CEON;<La> descentralización administrativa del Estado boliviano;1992;
L-4148;;KONRAD ADENAUER STIFTUNG;Noche parlamentaria: La descentralización del Estado boliviano: evaluación y perspectivas;2000;
L-4149;MAYORGA, Fernando;PIEB;¿Ejemonías?: democracia representativa y liderazgos locales: Percy Fernandez, Manfred Reyes Villa, Mónica Medina;1997;
L-414;;ILDIS;Trece años de democracia;1985;
L-4150;"ROJAS ORTUSTE, Gonzalo; TAPIA MEALLA, Luis; BAZOBERRY CHALI, Oscar";PIEB;Elites a la vuelta del siglo: cultura política en el Beni;2000;
L-4151;BARRIOS SUVELZA, Franz Xavier;ILDIS;<El> Estado triterritorial: una nueva descentralización para Bolivia;2002;
L-4152;"RIVERA, Alberto; MAYORGA, Fernando";"CERES; DFID";<La> escuela y la política;2001;
L-4153;URENDA DIAZ, Juan Carlos;;Autonomías departamentales: la alternativa al centralismo boliviano;1987;
L-4154;ALBO, Xavier;"CEDOIN; UNITAS";¿Y de kataristas a mnristas?: la sorprendente y audaz alianza entre aymaras y neoliberales en Bolivia;1993;
L-4155;NAVIA RIBERA, Carlos;;<Los> Estados Unidos y la revolución nacional entre el pragmatismo y el sometimiento;1984;
L-4156;CENTELLAS GAMARRA, José María;;10 ensayos obre nacionalismo revolucionario;1992;
L-4157;ZAVALETA MERCADO, René;;<La> caída del MNR y la conjuración de noviembre;1995;
L-4158;KLEIN, Herbert S.;;Orígenes de la revolución nacional boliviana: la crisis de la generación del Chaco;1995;
L-4159;AMELLER TERRAZAS, Vladimir;COSUDE;Diálogo para la descentralización: provocaciones, avances y desengaños;2002;
L-415;;CEPAL;<Las> transformaciones rurales en América Latina: ¿Desarrollo social o marginación?;1979;
L-4161;VELASCO ROMERO, Ramiro;;<La> creación de la idea nacional;1992;
L-4162;FINOT, Iván;CEPAL;Descentralización en América Latina: teoría y práctica  ;2001;
L-4163;;MINISTERIO DE DESARROLLO SOSTENIBLE Y PLANIFICACION;<La> problemática de los gobiernos municipales de escasa población consideraciones socioeconómicas para un tratamiento diferenciado;1999;
L-4164;;BOLIVIA: MINISTERIO DE PLANEAMIENTO Y COORDINACION;Hacia el proceso de descentralización;1993;
L-4165;ROMERO VELASCO, Ramiro;;<El> drama de nuestro tiempo;1992;
L-4166;SALAME GONZALEZ-ARAMAYO, G. Iván;;<El> proceso de descentralización administrativa en Bolivia: Análisis legal, situación actual y perspectivas;1989;
L-4167;"RIVERA P., Alberto; TORANZO ROCA, Carlos F.";"ILDIS; CERES";<La> democracia municipal: Cochabamba;1994;
L-4168;CUBA ROJAS, Pablo;"CERES; DFID";Municipios, élites locales y política social;2001;
L-4169;CARDONA AYOROA, R. Angel;"ALTEC; UNICEN; UNIVERSIDAD TECNICA DEL BERLIN Y LODZ; ABAC; EMACOM";Tecnología y participación popular en Bolivia;1995;
L-416;;ILDIS;Temas de política social. Efectos del narcotráfico;1988;
L-4170;URIOSTE FERNANDEZ DE CORDOVA, Miguel;FUNDACION TIERRA;Desarrollo rural con participación popular;2002;
L-4171;BEDREGAL, Guillermo;;Bolivia: capitalización, participación popular y liberalismo en la mundialización económica;1994;
L-4172;"ARRIETA, Mario; MAYORGA, Fernando; GALINDO, Mario";CLUB DE ECONOMIA AGRICOLA Y SOCIOLOGIA RURAL;Participación popular y desarrollo rural;1995;
L-4173;;MINISTERIO DE DESARROLLO SOSTENIBLE Y PLANIFICACION;Lo que usted debe saber de la participación popular;1998;
L-4174;CUADROS, Diego;UNITAS;<La> revuelta de las nacionalidades;1991;
L-4175;RAMOS SANCHEZ, Pablo;;<El> proyecto nacional popular: lineamientos para una estrategia del desarrollo nacional;1989;
L-4176;;APCOB;Políticas y lineamientos para el trabajo con pueblos indígenas;1996;
L-4177;"AYLLON, Virginia; SUZS, Pedro";CEDOIN;Políticas culturales: una propuesta inédita de la sociedad civil;1998;
L-4178;KRANENBURG, Ronald H.;;Buurtconsolidatie en urbane transformatie in El Alto;2002;
L-4179;CASTELLS, Manuel;;Crisis urbana, estado y participación popular;1988;
L-417;;ILDIS, UAGRM;Debate regional. La situación de la mujer en la ciudad de Santa Cruz;1992;
L-4180;MEDINA SARDON, Marco Antonio;ACDI;Evaluación y desarrollo participativo;1994;
L-4181;MANTILLA CUELLAR, Julio;;<La> revolución de la participación popular;1995;
L-4182;PAREJA, Osvaldo;;Desarrollo regional y participación: análisis crítico de la realidad regional;2002;
L-4183;BEDREGAL GUTIERREZ, Guillermo;;Participación popular;s.f.;
L-4184;ANTEZANA E., Luis;;<La> reforma agraria entre el caos y el orden;1987;
L-4185;NIJENHUIS, Gery;;Decentralization and popular participation in Bolivia: The link between local governance and local development: Descentralización y participación popular en Bolivia;2002;
L-4186;ROMERO BEDREGAL, Hugo;;Planeamiento andino;1986;
L-4187;"URIOSTE FERNANDEZ DE CORDOVA, Miguel; PACHECO B., Diego";PIEB;<Las> tierras bajas de Bolivia a fines del siglo XX;2001;
L-4188;"MENDOZA C., Omar; MANZUR M., Zedin; CORTEZ F., David; SALAZAR C., Aldo";PIEB;<La> lucha por la tierra en el Gran Chaco Tarijeño;2003;
L-4189;"ZAVALETA MERCADO, René; ANTEZANA, Luis H.; GREBE LOPEZ, Horst; RIVERA CUSICANQUI, Silvia; LORA, Guillermo";;Bolivia, hoy;1987;
L-418;;ILDIS, CERES;Debate regional. Mercados vallunos de tierras;1995;
L-4190;SAAVEDRA, Bautista;;<El> ayllu: estudios sociológicos;1987;
L-4191;TANDETER, Enrique;"CERES; CEDES";Trabajo forzado y trabajo libre en el Potosí colonial tardio;1991;
